title,top_topics,intent,funnel_stage
Você sabe quais são os impostos incidentes sobre vendas de mercadorias?,"['sobre', 'impostos', 'lucro', 'empresa', 'vendas', 'mercadorias', 'produtos', 'pode', 'faturamento', 'incidentes']",Transacional,Fundo do Funil (BoFu)
Tudo sobre planejamento tributário: o que você precisa saber para organizar a parte fiscal do seu negócio,"['planejamento', 'tributário', 'empresa', 'sobre', 'impostos', 'lucro', 'melhor', 'fazer', 'dicas', 'fiscais']",Informativa,Meio do Funil (MoFu)
Vendas B2C: 5 dicas para impulsionar seu faturamento e melhorar os resultados,"['b2c', 'vendas', 'marketing', 'dicas', 'estratégias', 'digital', 'clientes', '5', 'personas', 'empresa']",Transacional,Fundo do Funil (BoFu)
Passo a passo de como calcular substituição tributária: entenda as 6 etapas na prática,"['icms', 'r', 'substituição', 'tributária', 'produto', 'calcular', 'venda', 'estado', 'valor', 'cálculo']",Transacional,Fundo do Funil (BoFu)
10 estratégias de marketing de conteúdo para e-commerce para alavancar suas vendas e fidelizar cliente,"['conteúdo', 'pode', 'marketing', 'conteúdos', 'dicas', 'público', 'loja', 'além', 'cada', 'consumidor']",Transacional,Fundo do Funil (BoFu)
Sociedade anônima x sociedade limitada: 7 características para entender e acertar na escolha,"['sociedade', 'limitada', 'anônima', 'empresa', 'ltda', 'x', 'capital', 'empresas', 'sa', 'administração']",Comercial,Topo do Funil (ToFu)
Como atrair clientes para academia: descubra 5 dicas do que fazer para aumentar o número de matrículas,"['academia', 'alunos', 'atrair', 'clientes', 'fazer', 'academias', 'dicas', 'marketing', 'atendimento', 'aluno']",Comercial,Fundo do Funil (BoFu)
Como vender mais no Mercado Livre? 8 coisas que você pode fazer para melhorar as vendas,"['mercado', 'livre', 'produto', 'vender', 'vendas', 'produtos', 'pode', 'dicas', 'título', 'forma']",Transacional,Fundo do Funil (BoFu)
5 etapas de como emitir nota fiscal eletrônica DF e validar transações comerciais,"['fiscal', 'emitir', 'nota', 'nfe', 'notas', 'eletrônica', 'passo', 'fiscais', 'documento', 'digital']",Transacional,Fundo do Funil (BoFu)
Como emitir nota fiscal eletrônica MG: tudo sobre a NFe em Minas Gerais,"['fiscal', 'nota', 'eletrônica', 'emitir', 'certificado', 'mg', 'emissão', 'digital', 'nfe', 'passo']",Transacional,Fundo do Funil (BoFu)
Como calcular o capital de giro no balanço? Descubra aqui,"['capital', 'giro', 'empresa', 'pode', 'prazo', 'r', 'contas', 'estoque', 'ativos', 'longo']",Comercial,Meio do Funil (MoFu)
Você sabe quais são os impostos de prestação de serviços? Veja 6 deles neste texto,"['serviços', 'sobre', 'impostos', 'lucro', 'prestação', 'empresa', 'notas', 'empresas', 'imposto', 'fiscais']",Comercial,Fundo do Funil (BoFu)
Quais impostos uma empresa paga? Saiba de uma vez por todas como calcular os impostos de uma empresa,"['impostos', 'empresa', 'sobre', 'calcular', 'lucro', 'imposto', 'serviços', 'empresas', 'alíquota', 'notas']",Transacional,Fundo do Funil (BoFu)
8 dicas para fazer fluxo de caixa de uma academia de forma ágil e prática,"['caixa', 'fluxo', 'academia', 'fazer', 'saídas', 'pode', 'todas', 'informações', 'notas', 'todos']",Comercial,Meio do Funil (MoFu)
Certificado digital vale a pena? Custos e vantagens ajudam nessa decisão,"['digital', 'certificado', 'pena', 'validade', 'notas', 'fiscais', 'vale', 'documentos', 'emissão', 'pessoas']",Comercial,Meio do Funil (MoFu)
Tendências 2022 para empresas de economia recorrente,"['serviços', 'empresas', 'economia', 'cada', 'assinaturas', 'gestão', 'produtos', 'mercado', 'negócio', 'empresa']",Transacional,Fundo do Funil (BoFu)
Como recolher o ISS: tudo que você precisa saber sobre o imposto de serviços,"['iss', 'serviço', 'serviços', 'prestador', 'sobre', 'nota', 'município', 'empresas', 'imposto', 'tomador']",Comercial,Fundo do Funil (BoFu)
Qual a melhor maneira de cobrar um boleto em atraso e evitar a inadimplência? Descubra em 7 dicas,"['cliente', 'cobrança', 'atraso', 'clientes', 'cobrar', 'pagamento', 'melhor', 'maneira', 'boleto', 'boletos']",Transacional,Fundo do Funil (BoFu)
Conheça as 8 plataformas de ecommerce mais usadas no Brasil para começar a vender online,"['ecommerce', 'brasil', 'digital', 'plataformas', 'plataforma', 'usadas', 'vendas', 'online', 'soluções', 'produtos']",Informativa,Meio do Funil (MoFu)
Conheça as 6 ferramentas de automação de processos que vão aumentar sua produtividade e otimizar seus resultados,"['processos', 'ferramentas', 'automação', 'empresa', 'trabalho', 'forma', 'dia', 'vendas', 'fazer', 'todos']",Informativa,Meio do Funil (MoFu)
NFC Bahia: entenda a obrigatoriedade do documento eletrônico no estado,"['fiscal', 'bahia', 'fiscais', 'notas', 'emissão', 'nota', 'empresas', 'obrigatoriedade', 'todos', 'documento']",Transacional,Fundo do Funil (BoFu)
Como fazer um plano financeiro para academia em 5 passos,"['academia', 'passo', 'negócio', 'financeiro', 'fazer', 'plano', 'quanto', 'investimento', 'vai', 'finanças']",Comercial,Fundo do Funil (BoFu)
Como vender software para empresas pela internet? Confira 11 dicas infalíveis!,"['software', 'vender', 'cliente', 'empresas', 'internet', 'produto', 'bem', 'saber', 'soluções', 'quais']",Transacional,Fundo do Funil (BoFu)
Estratégias de cobrança por telefone: confira 6 dicas para recuperar seus recebimentos,"['cobrança', 'cliente', 'telefone', 'devedor', 'dívida', 'dicas', 'estratégias', 'sms', 'empresa', '6']",Informativa,Meio do Funil (MoFu)
4 ideias para melhorar a produtividade da empresa + 3 ferramentas para usar no dia a dia,"['produtividade', 'empresa', 'melhorar', 'trabalho', 'pode', 'ideias', 'equipe', 'fazer', 'dia', 'tempo']",Informativa,Meio do Funil (MoFu)
Como fazer planejamento de atividades para equipes de prestação de serviços,"['equipe', 'atividades', 'planejamento', 'tarefas', 'serviços', 'fazer', 'prestação', 'processos', 'empresa', 'organização']",Comercial,Fundo do Funil (BoFu)
"Lucro Real, Lucro Presumido ou Simples Nacional? Como escolher o regime tributário para sua empresa","['lucro', 'empresa', 'real', 'tributário', 'regime', 'escolher', 'impostos', 'simples', 'presumido', 'empresas']",Informativa,Meio do Funil (MoFu)
Como emitir nota fiscal de produto 2020 e assegurar tranquilidade em todas as suas vendas,"['fiscal', 'produto', 'nota', 'produtos', 'emitir', 'venda', 'informações', 'serviço', 'notas', 'valor']",Transacional,Fundo do Funil (BoFu)
8 dicas para startups crescerem de maneira exponencial,"['negócio', 'startup', 'empresa', 'startups', 'sócios', 'pode', 'mercado', 'podem', 'dicas', 'mudanças']",Transacional,Fundo do Funil (BoFu)
11 excelentes dicas de gestão financeira para empresas: seus negócios vão decolar!,"['empresa', 'dicas', 'controle', 'financeira', 'finanças', 'financeiro', 'sobre', 'gestão', 'negócio', 'empresas']",Informativa,Meio do Funil (MoFu)
Como criar um planejamento financeiro para startup em 7 passos,"['startup', 'planejamento', 'financeiro', 'empresa', 'fazer', 'dados', 'passo', 'contas', 'despesas', 'precisará']",Transacional,Fundo do Funil (BoFu)
O que é inadimplência fiscal e suas principais diferenças com a sonegação,"['inadimplência', 'fiscal', 'empresa', 'sonegação', 'pode', 'tributos', 'fiscais', 'notas', 'impostos', 'crime']",Comercial,Fundo do Funil (BoFu)
Você sabe o que é CSLL e como calcular sob os 3 regimes de tributação?,"['csll', 'lucro', 'sobre', 'empresa', 'calcular', 'imposto', 'presumido', 'alíquota', 'impostos', 'regime']",Informativa,Meio do Funil (MoFu)
Nota fiscal emitida errada: o que fazer? Veja as 4 soluções possíveis,"['nota', 'fiscal', 'nfe', 'emissão', 'emitida', 'errada', 'pode', 'erros', 'fazer', 'fiscais']",Transacional,Fundo do Funil (BoFu)
Conheça os cálculos por trás de exemplos de planejamento tributário,"['r', 'tributário', 'planejamento', 'lucro', 'sobre', 'empresa', 'irpj', 'x', 'mil', 'csll']",Comercial,Fundo do Funil (BoFu)
Como avaliar a situação financeira de uma empresa? Descubra em 7 dicas infalíveis,"['empresa', 'financeira', 'custos', 'situação', 'r', 'avaliar', 'negócio', 'faturamento', 'fixos', 'médio']",Transacional,Fundo do Funil (BoFu)
Ideias inovadoras para empresas: confira 10 dicas que funcionam,"['empresa', 'empresas', 'marketing', 'ideias', 'inovadoras', 'colaboradores', 'trabalho', 'clientes', 'experiência', 'notas']",Transacional,Fundo do Funil (BoFu)
5 dicas para e-commerce para alavancar vendas em sua loja virtual,"['vendas', 'dicas', 'marketing', 'produtos', 'veja', 'loja', 'notas', 'negócio', 'emitir', 'fazer']",Transacional,Fundo do Funil (BoFu)
7 dicas práticas de como aumentar vendas de e-commerce,"['vendas', 'clientes', 'aumentar', 'pode', 'frete', 'outras', 'site', 'loja', 'forma', 'dicas']",Transacional,Fundo do Funil (BoFu)
Veja como funciona a nota fiscal para pagamento parcelado,"['nota', 'fiscal', 'pagamento', 'notas', 'emissão', 'parcelado', 'fiscais', 'emitir', 'serviço', 'valor']",Transacional,Fundo do Funil (BoFu)
O que saber e como fazer para emitir nota fiscal para outro estado?,"['fiscal', 'estado', 'nota', 'notas', 'sobre', 'outro', 'emitir', 'cfop', 'código', 'emissão']",Transacional,Fundo do Funil (BoFu)
20 ferramentas para startups em 5 áreas essenciais para seu negócio,"['startups', 'ferramentas', 'startup', 'pode', 'gestão', 'podem', 'negócio', 'ferramenta', 'fazer', 'vendas']",Comercial,Fundo do Funil (BoFu)
10 dicas de planejamento tributário: prepare-se e não pague mais do que o necessário,"['tributário', 'planejamento', 'empresa', 'pode', 'impostos', 'fiscal', 'fazer', 'dicas', 'tributos', 'cada']",Comercial,Meio do Funil (MoFu)
9 formas de redução de custos em empresa de serviços,"['custos', 'empresa', 'serviços', 'redução', 'funcionários', 'pode', 'podem', 'fazer', 'ajudar', 'possível']",Transacional,Fundo do Funil (BoFu)
Dicas para fazer uma boa gestão de indicadores financeiros,"['indicadores', 'empresa', 'dados', 'gestão', 'financeiros', 'pode', 'custos', 'lucro', 'resultados', 'margem']",Transacional,Fundo do Funil (BoFu)
Conheça os 3 tipos de planejamento tributário e dê início à redução de impostos com estas 8 dicas!,"['planejamento', 'tributário', 'empresa', 'pode', 'estratégico', 'fiscal', 'todos', 'operacional', 'impostos', 'tipos']",Comercial,Fundo do Funil (BoFu)
Otimize sua gestão orçamentária: a importância de escolher os fornecedores certos,"['gestão', 'orçamentária', 'orçamento', 'empresa', 'orçamentos', 'dicas', 'empresarial', 'otimizar', 'fornecedores', 'pode']",Transacional,Fundo do Funil (BoFu)
Tudo o que você precisa saber sobre API de pagamento online,"['pagamento', 'api', 'online', 'pagamentos', 'forma', 'sobre', 'pode', 'dados', 'empresa', 'sistema']",Transacional,Fundo do Funil (BoFu)
O que é workflow e como o fluxo de trabalho pode ajudar sua empresa,"['workflow', 'fluxo', 'trabalho', 'empresa', 'processos', 'processo', 'cada', 'exemplo', 'todos', 'criar']",Transacional,Fundo do Funil (BoFu)
O que é receita recorrente e quais vantagens para seu negócio,"['recorrente', 'receita', 'empresa', 'pagamento', 'empresas', 'recorrentes', 'clientes', 'saas', 'pode', 'cliente']",Transacional,Fundo do Funil (BoFu)
Como reduzir a carga tributária de uma empresa sem ferir a legislação,"['empresa', 'lucro', 'tributária', 'carga', 'reduzir', 'impostos', 'pode', 'tributário', 'real', 'sobre']",Informativa,Meio do Funil (MoFu)
Saiba como emitir nota fiscal em contingência passo a passo,"['contingência', 'nota', 'fiscal', 'emitir', 'emissão', 'sefaz', 'notas', 'nfe', 'pode', 'opção']",Comercial,Fundo do Funil (BoFu)
Conciliação de cartão: o que é e como fazer?,"['cartão', 'conciliação', 'vendas', 'extrato', 'todas', 'sistema', 'venda', 'recebimento', 'divergências', 'forma']",Comercial,Meio do Funil (MoFu)
Qual decreto de lei que regulamenta a EAD? Veja os principais tópicos e como se regularizar,"['distância', 'ensino', 'oferta', 'cursos', 'educação', 'decreto', 'credenciamento', 'modalidade', 'superior', 'instituições']",Transacional,Meio do Funil (MoFu)
Será que a sua empresa sabe como precificar um serviço? Aprenda agora!,"['serviço', 'empresa', 'precificar', 'preço', 'saber', 'pode', 'cliente', 'valor', 'entender', 'quanto']",Comercial,Fundo do Funil (BoFu)
Como fazer relatório financeiro de uma empresa?,"['empresa', 'relatório', 'financeiro', 'fazer', 'dados', 'sobre', 'notas', 'controle', 'informações', 'gastos']",Informativa,Meio do Funil (MoFu)
Como melhorar a produtividade de uma empresa: 4 dicas que podem ser usadas juntas,"['produtividade', 'empresa', 'negócio', 'melhorar', 'metas', 'fazer', 'digital', 'menos', 'usar', 'transformação']",Informativa,Meio do Funil (MoFu)
Simples Nacional ou Lucro Presumido: quais são as diferenças?,"['lucro', 'presumido', 'simples', 'nacional', 'impostos', 'negócio', 'regime', 'empresa', 'margem', 'tributário']",Comercial,Fundo do Funil (BoFu)
Lucro Real ou Presumido: qual regime escolher para sua empresa?,"['lucro', 'real', 'presumido', 'empresa', 'regime', 'impostos', 'tributário', 'pode', 'cálculo', 'empresas']",Informativa,Meio do Funil (MoFu)
Como fazer um planejamento tributário passo a passo,"['planejamento', 'tributário', 'empresa', 'passo', 'fazer', 'regime', 'impostos', 'lucro', 'pode', 'fiscal']",Informativa,Meio do Funil (MoFu)
5 habilidades de um gestor financeiro para assumir a área dentro das empresas,"['financeiro', 'gestor', 'empresa', 'habilidades', 'setor', 'posição', 'área', 'controle', 'dados', 'profissionais']",Informativa,Meio do Funil (MoFu)
O que é planejamento tributário fiscal? Descubra e veja como implantar em sua empresa,"['planejamento', 'tributário', 'fiscal', 'empresa', 'negócio', 'impostos', 'obrigações', 'fiscais', 'ações', 'sobre']",Informativa,Meio do Funil (MoFu)
Nota fiscal rejeitada: o que fazer? Tire suas dúvidas agora!,"['nota', 'rejeição', 'fiscal', 'rejeitada', 'eletrônica', 'nfe', 'casos', 'fazer', 'dados', 'empresa']",Informativa,Meio do Funil (MoFu)
Problema na emissão de nota fiscal eletrônica? Veja como evitar!,"['nota', 'fiscal', 'nfe', 'emissão', 'pode', 'empresa', 'eletrônica', 'problema', 'notas', 'problemas']",Informativa,Meio do Funil (MoFu)
Como se tornar um diretor financeiro: conheça o perfil ideal para assumir a posição dentro da empresa,"['financeiro', 'empresa', 'diretor', 'posição', 'área', 'precisa', 'ter', 'objetivo', 'cargo', 'tornar']",Informativa,Meio do Funil (MoFu)
Como montar uma planilha de controle de inadimplência? Confira 4 passos para iniciar o controle na sua empresa!,"['inadimplência', 'planilha', 'controle', 'informações', 'pode', 'empresa', 'todas', 'dados', 'total', 'precisa']",Informativa,Topo do Funil (ToFu)
Checklist departamento financeiro: 5 pontos fundamentais para melhorar acompanhamento das finanças da sua empresa,"['empresa', 'financeiro', 'departamento', 'entender', 'pode', 'checklist', 'acompanhamento', 'importante', 'manter', 'vendas']",Indeterminado,Meio do Funil (MoFu)
Conheça as 5 etapas do planejamento financeiro empresarial e mantenha seu caixa sempre positivo,"['planejamento', 'financeiro', 'fazer', 'plano', 'dados', 'objetivos', 'etapas', 'empresarial', 'negócio', 'empresa']",Transacional,Fundo do Funil (BoFu)
Como emitir nota fiscal no Mercado Livre: tudo o que você precisa saber,"['nota', 'mercado', 'fiscal', 'livre', 'emitir', 'notas', 'emissão', 'fiscais', 'vendas', 'empresa']",Informativa,Meio do Funil (MoFu)
4 metas para o setor financeiro de uma empresa que vão mudar de vez sua forma de administrar as finanças,"['metas', 'empresa', 'financeiro', 'meta', 'definir', 'faturamento', 'pode', 'departamento', 'financeira', 'aumentar']",Comercial,Meio do Funil (MoFu)
10 programas para controle financeiro pessoal para deixar suas contas em ordem,"['financeiro', 'controle', 'pessoal', 'programas', 'fazer', 'ferramenta', 'aplicativo', 'app', 'vai', 'todos']",Informativa,Meio do Funil (MoFu)
Quais são os impostos na nota fiscal de serviços Lucro Presumido? Veja todos eles e como calcular!,"['lucro', 'r', 'impostos', 'empresa', 'sobre', 'serviços', 'presumido', 'faturamento', 'nota', 'fiscal']",Comercial,Fundo do Funil (BoFu)
Tipos de boletos de cobrança: qual é o mais indicado para o seu negócio?,"['boleto', 'cobrança', 'boletos', 'banco', 'pagamento', 'pode', 'tipos', 'forma', 'caso', 'emissor']",Comercial,Fundo do Funil (BoFu)
O financeiro está na corda bamba? 7 dicas para reduzir custos na empresa,"['empresa', 'custos', 'bem', 'dicas', 'reduzir', 'gestão', 'pode', 'controle', 'custo', 'ter']",Transacional,Fundo do Funil (BoFu)
10 incríveis ferramentas para ecommerce que vão turbinar seus resultados,"['ecommerce', 'ferramentas', 'pagamento', 'marketing', 'ter', 'site', 'loja', 'importante', 'vendas', 'ferramenta']",Comercial,Fundo do Funil (BoFu)
Como fazer investimento em capital de giro e manter seu negócio ágil: 8 dicas,"['capital', 'giro', 'pode', 'clientes', 'dinheiro', 'investimento', 'ativos', 'estoque', 'pagar', 'negócio']",Comercial,Meio do Funil (MoFu)
Descubra quais os principais tipos de controle financeiro,"['empresa', 'controle', 'financeiro', 'tipos', 'contas', 'principais', 'financeiros', 'caixa', 'pagar', 'resultados']",Informativa,Meio do Funil (MoFu)
Como arquivar notas fiscais e por quanto tempo?,"['notas', 'fiscais', 'empresa', 'arquivos', 'caso', 'arquivar', 'pode', 'fiscal', 'tempo', 'nota']",Transacional,Fundo do Funil (BoFu)
"Como administrar uma academia: organização, finanças e satisfação dos clientes","['academia', 'alunos', 'gestão', 'academias', 'clientes', 'administrar', 'pode', 'notas', 'essencial', 'planos']",Informativa,Meio do Funil (MoFu)
Veja na prática o que é pagamento recorrente no cartão de crédito e suas vantagens,"['pagamento', 'cartão', 'recorrente', 'crédito', 'cliente', 'ter', 'limite', 'fazer', 'tudo', 'pagamentos']",Transacional,Fundo do Funil (BoFu)
Pagamento recorrente ou pontual: veja as vantagens e desvantagens de cada modelo para sua empresa,"['pagamento', 'recorrente', 'pontual', 'modelo', 'clientes', 'vantagens', 'recebimento', 'desvantagens', 'sistema', 'melhor']",Transacional,Fundo do Funil (BoFu)
Plataforma para clube de assinaturas: 7 opções ou faça a sua em apenas 5 passos!,"['clube', 'plataforma', 'assinatura', 'assinaturas', 'ter', 'loja', 'marketing', 'ferramentas', 'passo', 'site']",Transacional,Fundo do Funil (BoFu)
Conheça 4 tipos e escolha a melhor forma de receber pagamento online,"['pagamento', 'online', 'receber', 'melhor', 'forma', 'fazer', 'vendas', 'opção', 'checkout', 'pode']",Transacional,Fundo do Funil (BoFu)
Descubra que é adquirente de cartões e como eles influenciam nos pagamentos de seu negócio,"['adquirente', 'cartões', 'pagamento', 'cartão', 'crédito', 'loja', 'transações', 'lojas', 'físicas', 'sobre']",Informativa,Meio do Funil (MoFu)
Você sabe como calcular o ISS? Aprenda antes que isso prejudique sua empresa,"['iss', 'serviços', 'alíquota', 'cálculo', 'valor', 'calcular', 'serviço', 'sobre', 'empresas', 'calculado']",Comercial,Fundo do Funil (BoFu)
Conheça 7 softwares financeiros empresariais e como podem auxiliar sua empresa,"['financeiro', 'empresa', 'gestão', 'software', 'empresarial', 'controle', 'diversas', 'informações', 'podem', 'relatórios']",Informativa,Meio do Funil (MoFu)
Dicas de controle financeiro empresarial indispensáveis para  garantir os resultados da sua empresa,"['empresa', 'controle', 'financeiro', 'dicas', 'finanças', 'empresarial', 'sobre', 'informações', 'veja', 'financeira']",Informativa,Meio do Funil (MoFu)
Como enviar nota fiscal eletrônica por e-mail para o cliente: mais produtividade e menos custos,"['fiscal', 'nota', 'notas', 'enviar', 'fiscais', 'envio', 'eletrônica', 'cliente', 'sistema', 'pode']",Informativa,Meio do Funil (MoFu)
Gateway de pagamento mais barato: 9 plataformas com menores taxas,"['transação', 'tarifa', 'pagamento', 'grátis', 'r', 'gateway', 'taxa', 'mercado', 'tarifas', 'crédito']",Comercial,Meio do Funil (MoFu)
Veja a melhor forma para implementar pagamento por cartão de crédito em seu site,"['pagamento', 'cartão', 'crédito', 'implementar', 'site', 'loja', 'empresa', 'cliente', 'notas', 'facilitadores']",Informativa,Meio do Funil (MoFu)
Qual a diferença entre certificado digital A1 ou A3? Descubra como escolher o melhor,"['certificado', 'digital', 'a1', 'a3', 'notas', 'segurança', 'empresa', 'diferença', 'fiscais', 'serviços']",Informativa,Meio do Funil (MoFu)
O que é ISS e como a prestação de serviços é tributada?,"['iss', 'imposto', 'serviços', 'fato', 'gerador', 'sobre', 'serviço', 'município', 'lei', 'pode']",Comercial,Fundo do Funil (BoFu)
Exemplos de indicadores de desempenho financeiro que vão ajudar a tocar sua empresa,"['empresa', 'índice', 'indicadores', 'capital', 'valor', 'negócio', 'lucro', 'fórmula', 'margem', 'líquido']",Transacional,Fundo do Funil (BoFu)
Planilha de controle de notas fiscais ou usar um software?,"['notas', 'fiscais', 'controle', 'nota', 'planilha', 'entrada', 'negócio', 'informações', 'planilhas', 'fiscal']",Comercial,Fundo do Funil (BoFu)
Como conquistar mais alunos vendendo mais planos de academia,"['academia', 'planos', 'vender', 'pode', 'alunos', 'recorrente', 'pessoas', 'forma', 'marketing', 'pagamento']",Comercial,Fundo do Funil (BoFu)
A importância de utilizar ferramentas de controle financeiro e contábil na sua empresa,"['empresa', 'financeiro', 'controle', 'despesas', 'ferramentas', 'plano', 'negócio', 'ação', 'custos', 'financeira']",Informativa,Meio do Funil (MoFu)
Crie um plano de ação para diminuir inadimplência,"['clientes', 'inadimplência', 'cobrança', 'pagamento', 'pode', 'cliente', 'ações', 'plano', 'ação', 'crédito']",Transacional,Fundo do Funil (BoFu)
Como gerenciar um e-commerce? 7 pontos fundamentais para obter o sucesso com a sua loja virtual,"['marketing', 'gerenciar', 'seo', 'automação', 'clientes', 'loja', 'blog', 'bem', 'virtual', 'pagamento']",Comercial,Fundo do Funil (BoFu)
O que é a transformação digital nas empresas? Saiba como e quando usar,"['transformação', 'digital', 'empresas', 'tecnologia', 'negócio', 'empresa', 'peças', 'confira', 'podem', 'online']",Transacional,Fundo do Funil (BoFu)
O que é o sistema Superlógica e quais modelos de negócio podem se beneficiar?,"['sistema', 'superlógica', 'r', 'negócios', 'conta', 'gestão', 'notas', 'erp', 'empresas', 'permite']",Transacional,Fundo do Funil (BoFu)
Pagamento recorrente para academia: a solução para agilizar processos e ser mais produtivo,"['pagamento', 'recorrente', 'academia', 'aluno', 'plano', 'cobrança', 'crédito', 'planos', 'valor', 'alunos']",Comercial,Fundo do Funil (BoFu)
O que é SPED e nota fiscal eletrônica: benefícios e como usar,"['fiscal', 'nota', 'sped', 'eletrônica', 'digital', 'fiscais', 'escrituração', 'informações', 'notas', 'contábil']",Informativa,Meio do Funil (MoFu)
Impostos sobre nota fiscal: quais são eles?,"['sobre', 'nota', 'fiscal', 'imposto', 'impostos', 'serviços', 'cada', 'social', 'federal', 'produtos']",Transacional,Fundo do Funil (BoFu)
Você sabe o que é um Clube de Assinatura?,"['assinatura', 'clube', 'clubes', 'produtos', 'modelo', 'negócios', 'assim', 'clientes', 'notas', 'todo']",Transacional,Fundo do Funil (BoFu)
Como cobrar clientes inadimplentes por telefone: conheça 14 técnicas,"['clientes', 'cliente', 'telefone', 'pode', 'cobrar', 'inadimplência', 'dívida', 'cobrança', 'pagar', 'empresa']",Transacional,Fundo do Funil (BoFu)
Você sabe como fazer controle de notas fiscais? Confira 7 dicas que vão te ajudar no dia a dia de seu negócio,"['notas', 'fiscais', 'controle', 'fazer', 'empresa', 'emissão', 'pode', 'empresas', 'documentos', 'além']",Informativa,Meio do Funil (MoFu)
Não sabe como organizar contas a receber de uma empresa? Descubra em 7 passos,"['contas', 'receber', 'caixa', 'empresa', 'organizar', 'fluxo', 'inadimplência', 'clientes', 'pode', 'bem']",Informativa,Meio do Funil (MoFu)
Como fazer um controle financeiro empresarial e escalar seu negócio?,"['controle', 'financeiro', 'orçamento', 'fazer', 'empresarial', 'negócio', 'empresa', 'ajustado', 'forecast', 'pode']",Transacional,Fundo do Funil (BoFu)
Como melhorar o setor financeiro de uma empresa: 5 dicas que funcionam!,"['empresa', 'fiscal', 'financeiro', 'gestão', 'setor', 'melhorar', 'notas', 'fiscais', 'atividades', 'fluxo']",Informativa,Meio do Funil (MoFu)
Entenda o que é gestão fiscal e confira dicas para usar em seu negócio,"['gestão', 'fiscal', 'empresa', 'impostos', 'negócio', 'contabilidade', 'financeira', 'obrigações', 'boa', 'informações']",Informativa,Meio do Funil (MoFu)
[Tutorial] Como fazer nota fiscal de devolução de mercadoria ou produto? Descubra todos os detalhes neste passo a passo!,"['nota', 'fiscal', 'devolução', 'produto', 'mercadoria', 'deve', 'emissão', 'emitente', 'sobre', 'fazer']",Transacional,Fundo do Funil (BoFu)
"O que é, quando e como lançar uma nota fiscal de entrada?","['nota', 'fiscal', 'entrada', 'empresa', 'emitir', 'mercadoria', 'lançar', 'notas', 'fiscais', 'produto']",Transacional,Fundo do Funil (BoFu)
O que é um ERP? Qual o melhor ERP do mercado?,"['erp', 'erps', 'melhores', 'empresas', 'gestão', 'mercado', 'pequenas', 'sistema', 'empresa', 'estoque']",Transacional,Fundo do Funil (BoFu)
"Quanto custa um ERP, sistema integrado de gestão?","['r', 'gestão', 'erp', 'plano', 'mês', 'sistema', 'usuários', 'controle', 'emissão', 'funcionalidades']",Transacional,Fundo do Funil (BoFu)
O que é um gateway de pagamento e sua importância para as negociações online e off-line,"['pagamento', 'gateway', 'pagamentos', 'gateways', 'bastante', 'vendas', 'diversas', 'checkout', 'pode', 'compra']",Comercial,Fundo do Funil (BoFu)
Ferramentas de automação de escritório: tudo sob seu controle,"['ferramentas', 'automação', 'escritório', 'gestão', 'sistema', 'processos', 'notas', 'informações', 'dados', 'tarefas']",Informativa,Meio do Funil (MoFu)
O que é taxa de inadimplência,"['inadimplência', 'taxa', 'juros', 'atraso', 'assim', 'prazo', 'vista', 'crédito', 'pagamento', 'saiba']",Transacional,Fundo do Funil (BoFu)
O que é e como receber pagamento recorrente,"['pagamento', 'recorrente', 'receber', 'serviços', 'transação', 'sistema', 'cobrança', 'cada', 'pagamentos', 'assinatura']",Transacional,Fundo do Funil (BoFu)
O que é Ginfes Nota Fiscal: Veja o passo a passo de como usar,"['nota', 'fiscal', 'ginfes', 'serviço', 'emissão', 'sistema', 'eletrônica', 'envio', 'emitir', 'padrão']",Comercial,Fundo do Funil (BoFu)
"O que é SaaS? Entenda conceito, como funciona e o panorama atual no Brasil","['saas', 'empresas', 'software', 'modelo', 'service', 'formato', 'sales', 'softwares', 'mercado', 'cliente']",Comercial,Fundo do Funil (BoFu)
"10 livros de gestão financeira com dicas de criatividade, ousadia e sucesso","['administração', 'financeira', 'sucesso', 'livros', 'mundo', 'financeiro', 'segredos', 'empresa', 'sobre', 'negócios']",Informativa,Topo do Funil (ToFu)
"O que é GINFES, como funciona e quais cidades atende","['ginfes', 'nota', 'fiscal', 'eletrônica', 'sistema', 'serviço', 'emissão', 'serviços', 'registro', 'cidades']",Comercial,Fundo do Funil (BoFu)
O que é sistema de gestão integrado e como pode ser decisivo para a produtividade de uma empresa,"['gestão', 'sistema', 'empresa', 'erp', 'maior', 'integrado', 'informações', 'dados', 'sobre', 'sgi']",Informativa,Meio do Funil (MoFu)
Passo a passo: Exemplo de plano financeiro de uma empresa,"['empresa', 'financeiro', 'exemplo', 'planejamento', 'passo', 'investimentos', 'negócio', 'plano', 'etc', 'principais']",Transacional,Fundo do Funil (BoFu)
Sites de assinatura: tendência que veio para ficar,"['produtos', 'assinatura', 'sites', 'recebe', 'box', 'modelo', 'assinaturas', 'assina', 'casa', 'cada']",Comercial,Fundo do Funil (BoFu)
Economia da recorrência: transformações na forma de consumir,"['recorrência', 'modelo', 'empresas', 'economia', 'acesso', 'recorrente', 'empresa', 'negócios', 'produtos', 'serviços']",Transacional,Fundo do Funil (BoFu)
6 dicas para se destacar no mercado B2B no Brasil,"['b2b', 'empresa', 'mercado', 'cliente', 'compra', 'sobre', 'brasil', 'produto', 'vendas', 'fazer']",Transacional,Fundo do Funil (BoFu)
